Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Albania,ALB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,68.9,71.3,73.15,74.6,76.2,77.8,78.7,79.8,80.7,81.3
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,99.9000015258789,100,99.9499969482422,99.9800033569336,99.8899993896484,99.8899993896484,100,100,100
Albania,ALB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100
Albania,ALB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,99.9000015258789,100,100,100,100,100,100,100,100
Albania,ALB,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,28.27,..,..,37.99,..,..,40.02,..,..,..
Albania,ALB,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,22.67,..,..,33.59,..,..,38.1,..,..,..
Albania,ALB,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,33.66,..,..,42.52,..,..,42.04,..,..,..
Albania,ALB,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,28.73,..,..,40.4,..,..,42.51,..,..,..
Albania,ALB,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,17.52,..,..,23.89,..,..,22.75,..,..,..
Albania,ALB,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,15.06,..,..,24.01,..,..,27.5,..,..,..
Albania,ALB,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,35.41,..,..,47.38,..,..,51.51,..,..,..
Albania,ALB,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,36.24,..,..,56.22,..,..,55.83,..,..,..
Albania,ALB,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,26.4,..,..,29.96,..,..,31.5,..,..,..
Albania,ALB,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,6.5086742,4.853446,3.1930108,0.81829052,-0.05640822,1.0422042,-0.07170126,0.25047796,-2.0803741,-5.4486781
Albania,ALB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,20.2754,20.73,20.5124,20.2948,20.0772,19.8596,19.642,19.5724,19.5028,19.4332
Albania,ALB,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,5.42662000656128,5.24217987060547,3.05840992927551,5.17389011383057,6.07263994216919,3.05679988861084,3.69732999801636,3.54767990112305
Albania,ALB,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..,..,5.59966993331909,5.30709981918335,2.34666991233826,4.35164022445679,4.35027980804443,0.554000020027161,1.3330899477005,1.30401003360748
Albania,ALB,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..,..,5.26714992523193,5.1828498840332,3.69950008392334,5.90330982208252,7.57554006576538,5.22058010101318,5.73390007019043,5.47868013381958
Albania,ALB,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,3684.42052765088,3915.33547901136,3999.41417119859,4119.41427386629,4194.30924936104,4281.27826290707,..,..,..,..
Albania,ALB,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",NV.AGR.EMPL.KD,3817.87315253139,4139.5120947881,4783.10578239364,5188.42123109181,5057.19126899551,5106.41724554162,5239.14755445587,5121.63157467585,5133.27473251261,..
Albania,ALB,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0,0,0,..,..,..,..,0,0,0
Albania,ALB,"Air transport, passengers carried",IS.AIR.PSGR,829778.923870707,814339.730278696,865848,151632,..,26634,204090,303137,307741,124714
Albania,ALB,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.0190395545486695,..,..,..,..,..
Albania,ALB,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,..,50.12590033,..,..,..,..,63.74137202,..,..,..
Albania,ALB,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,..,30.4829386225,..,..,..,..,19.9323848429,..,..,..
Algeria,DZA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,99.3,99.4,99.4,99.5,99.5,99.6,99.6,99.6,99.7,99.7
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.8880310058594,98.7646636962891,99.0022048950195,99.0870132446289,99.1866607666016,99.3502502441406,99.6354904174805,99.6978378295898,99.5,99.8041305541992
Algeria,DZA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,97.2720489501953,97.6737289428711,97.288932800293,97.4306106567383,97.6523742675781,98.1268463134766,99.0720062255859,99.0713043212891,98.6810531616211,99.5799026489258
Algeria,DZA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.6402740478516,99.2567367553711,99.7513809204102,99.7894515991211,99.8179779052734,99.8388824462891,99.8540573120117,99.933952331543,99.8000030517578,99.8840103149414
Algeria,DZA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,33.29,..,..,50.48,..,..,42.78,..,..,..
Algeria,DZA,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,20.41,..,..,40.07,..,..,29.27,..,..,..
Algeria,DZA,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,46.13,..,..,60.91,..,..,56.25,..,..,..
Algeria,DZA,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,39.88,..,..,57.48,..,..,48.75,..,..,..
Algeria,DZA,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,23.09,..,..,36.97,..,..,34.97,..,..,..
Algeria,DZA,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,30.07,..,..,48.35,..,..,38.95,..,..,..
Algeria,DZA,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,40.5,..,..,59.46,..,..,47.97,..,..,..
Algeria,DZA,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,40.28,..,..,55.32,..,..,48.96,..,..,..
Algeria,DZA,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,20.3,..,..,38.45,..,..,28.58,..,..,..
Algeria,DZA,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,25.529719,25.655555,24.371188,23.330167,19.733928,23.131988,22.790162,22.163713,21.440253,16.407117
Algeria,DZA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,11.1822,11.556,11.259,10.962,10.665,10.368,10.071,9.8338,9.5966,9.3594
Algeria,DZA,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,4777.83812700773,5112.22097777358,5529.69182276313,5676.81802764072,6061.03450020117,6203.30588006615,..,..,..,..
Algeria,DZA,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",NV.AGR.EMPL.KD,13922.1626970872,14894.5454218404,15431.460361184,16612.7110953492,17553.6031869165,17400.3852893236,17663.2532567194,18584.9139531716,19430.2508044725,..
Algeria,DZA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,14.826,14.926,17.5024186277313,21.6623331878,21.9016451671492,21.591025,24.80375,28.28048,25.641745,15.638799
Algeria,DZA,"Air transport, passengers carried",IS.AIR.PSGR,3543663,4082595,4492436.96334419,5021288.96334419,5400896,6093416,6230157,6442442,6752002,1460077
Algeria,DZA,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-1.43763489193647,..,..,..,..,..
Algeria,DZA,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,..,59.22848665,..,..,..,..,63.76409864,..,..,..
Algeria,DZA,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,..,35.8456973294,..,..,..,..,34.4102466068,..,..,..
American Samoa,ASM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",NV.AGR.EMPL.KD,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0.00953562016324629,0.0105628109495541,0.010932,0.011652,..,..,..,..,..,..
American Samoa,ASM,"Air transport, passengers carried",IS.AIR.PSGR,50641.7227722772,56096.9796769151,72240,76944,..,..,..,..,..,..
American Samoa,ASM,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.190895547800821,..,..,..,..,..
American Samoa,ASM,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100
Andorra,AND,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100
Andorra,AND,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,100
Andorra,AND,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",NV.AGR.EMPL.KD,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Air transport, passengers carried",IS.AIR.PSGR,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0,..,..,..,..,..
Andorra,AND,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,44.8,45.2,45.8,46.5,47.2,47.8,48.4,49.1,49.5,50.2
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,34.5999984741211,37.1313209533691,38.2780303955078,32,42,41.8131294250488,43.0132598876953,45.2900009155273,45.6427993774414,46.8906097412109
Angola,AGO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,3.81506657600403,..,..,7.33344507217407,..,..
Angola,AGO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,82.5,70.4634704589844,68.662223815918,51,64,67.9733963012695,69.4111709594727,65.2699966430664,72.2771835327148,73.7089157104492
Angola,AGO,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,39.2,..,..,29.32,..,..,..,..,..,..
Angola,AGO,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,38.93,..,..,22.33,..,..,..,..,..,..
Angola,AGO,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,39.48,..,..,36.13,..,..,..,..,..,..
Angola,AGO,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,44.65,..,..,37.7,..,..,..,..,..,..
Angola,AGO,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..,..,12.54,..,..,..,..,..,..
Angola,AGO,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,34.82,..,..,14.35,..,..,..,..,..,..
Angola,AGO,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,..,..,..,40.46,..,..,..,..,..,..
Angola,AGO,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,44.35,..,..,70.25,..,..,..,..,..,..
Angola,AGO,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,30.46,..,..,14.86,..,..,..,..,..,..
Angola,AGO,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,0.8174817,3.6962114,2.2404382,5.5554444,10.686428,9.7991176,4.5113707,-1.6837724,-1.2330591,-9.7441786
Angola,AGO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,170.1658,167.4,164.0252,160.6504,157.2756,153.9008,150.526,147.958,145.39,142.822
Angola,AGO,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",NV.AGR.EMPL.KD,1564.70437181934,1616.86874827744,1624.14023369055,1838.67044764846,1953.32576259993,1957.99141253175,1903.69584993495,1699.9076800409,1573.956603921,..
Angola,AGO,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,50.973,70.977,70.431,65.517,46.043,43.940435,67.32035,78.15964,68.04358,28.89977
Angola,AGO,"Air transport, passengers carried",IS.AIR.PSGR,987798,1132424,1321872,1409952,1244491,1482546,1375523,1516628,1436959,356695
Angola,AGO,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.212066536527317,..,..,..,..,..
Angola,AGO,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,..,20.78492491,..,..,..,..,20.78492491,..,..,..
Angola,AGO,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,..,45.2677812411,..,..,..,..,45.2677812411,..,..,..
Antigua and Barbuda,ATG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.5520172119141,100,100,100,100,100,100,100,100,100
Antigua and Barbuda,ATG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,92.6698303222656,100,100,100,100,100,100,100,100,100
Antigua and Barbuda,ATG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.9926147460938,100,100,100,100,100,100,100,100,100
Antigua and Barbuda,ATG,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..,..,..,..,..,..,..,..,..
